event_id,source_wav,source_sha256,take_id,string,pitch,midi_pitch,dynamic,articulation,status,final_center_s,final_earliest_s,final_latest_s,uncertainty_width_ms,pass1_center_s,pass1_earliest_s,pass1_latest_s,pass2_center_s,pass2_earliest_s,pass2_latest_s,adjudication_item,final_provenance,decision_detail,reason,repetition,reference_class
GAL09_20260914_S2_D_CN_R06,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,pizzicato,FINAL,63.42985260770975,63.42885260770975,63.43085260770975,2.0,63.42985260770975,63.42885260770975,63.43085260770975,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,6,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_D_CN_R07,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,pizzicato,FINAL,76.91308843537415,76.91208843537414,76.91408843537415,2.0,76.91308843537415,76.91208843537414,76.91408843537415,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,7,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_D_CN_R08,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,89.45324036281179141814058957,89.45224036281179151814058957,89.45424036281179131814058957,1.99999999999980000000000000,89.45387528344671201814058957,89.45287528344671201814058957,89.45487528344671201814058957,89.45324036281179138321995465,89.45224036281179138321995465,89.45424036281179138321995465,J06,PI_EXPLICIT_ADJUDICATION,PI_CHOSE_ANNOTATION_A,più precisa rispetto all'altra scelta,8,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_D_CN_R09,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,pizzicato,FINAL,102.55956009070294,102.55856009070295,102.56056009070295,2.0,102.55956009070294,102.55856009070295,102.56056009070295,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,9,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_D_CN_R10,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,pizzicato,FINAL,116.82304535147392,116.82204535147392,116.82404535147393,2.0,116.82304535147392,116.82204535147392,116.82404535147393,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,10,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_G_CN_R01,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,pizzicato,FINAL,2.316,2.315,2.317,2.0,2.316,2.315,2.317,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,1,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_G_CN_R02,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,15.06108049886621315192743764,15.05989795918367346938775510,15.06326303854875283446712018,3.36507936507936507936508000,15.06126303854875283446712018,15.06026303854875283446712018,15.06326303854875283446712018,15.06089795918367346938775510,15.05989795918367346938775510,15.06189795918367346938775510,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,2,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_G_CN_R03,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,pizzicato,FINAL,27.70567233560091,27.70465759637188,27.706687074829933,2.0294784580498866,27.705657596371882,27.70465759637188,27.706657596371883,27.70568707482993,27.70468707482993,27.706687074829933,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,3,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S2_G_CN_R04,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,pizzicato,FINAL,38.71863265306123,38.71763265306122,38.719632653061225,2.0,38.71863265306123,38.71763265306122,38.719632653061225,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,4,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_G_CN_R05,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,48.77366553287981859410430839,48.77255782312925170068027211,48.77477324263038548752834467,2.21541950113378684807256000,48.77377324263038548752834467,48.77277324263038548752834467,48.77477324263038548752834467,48.77355782312925170068027211,48.77255782312925170068027211,48.77455782312925170068027211,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,5,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_G_CN_R06,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,pizzicato,FINAL,58.61310657596372,58.61210657596372,58.61410657596372,2.0,58.61310657596372,58.61210657596372,58.61410657596372,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,6,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_G_CN_R07,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,pizzicato,FINAL,71.64406009070295,71.6426485260771,71.6454716553288,2.82312925170068,71.6444716553288,71.6434716553288,71.6454716553288,71.6436485260771,71.6426485260771,71.64464852607709,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,7,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S2_G_CN_R08,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,82.93145578231292517006802721,82.93045578231292517006802721,82.93245578231292517006802721,2.00000000000000000000000000,82.93145578231292517006802721,82.93045578231292517006802721,82.93245578231292517006802721,82.93081179138321995464852608,82.92981179138321995464852608,82.93281179138321995464852608,J09,PI_EXPLICIT_ADJUDICATION,PI_CHOSE_ANNOTATION_B,più precisa rispetto all'altra scelta,8,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_G_CN_R09,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,pizzicato,FINAL,94.68881405895692,94.68781405895692,94.68981405895691,2.0,94.68881405895692,94.68781405895692,94.68981405895691,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,9,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_G_CN_R10,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,a809a218bcbe08ce0210e322998980156616c1ca094528dfb815665b2268fe22,20260914_0036,G,G2,43,COMFORTABLE_NATURAL,pizzicato,FINAL,106.75772562358277,106.75672562358277,106.75872562358276,2.0,106.75772562358277,106.75672562358277,106.75872562358276,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,10,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_E_F_R01,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,pizzicato,FINAL,2.0068208616780043,2.005641723356009,2.008,2.3582766439909295,2.007,2.006,2.008,2.006641723356009,2.005641723356009,2.007641723356009,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,1,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S3_E_F_R02,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,PI_DOCUMENTED_PIZZICATO,FINAL,15.12959410430839016099773243,15.12859410430839016099773243,15.13059410430838986099773243,1.99999999999970000000000000,15.12901814058956916099773243,15.12801814058956916099773243,15.13101814058956916099773243,15.12959410430839002267573696,15.12859410430839002267573696,15.13059410430839002267573696,J01,PI_EXPLICIT_ADJUDICATION,PI_CHOSE_ANNOTATION_A,più precisa rispetto all'altra scelta,2,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_E_F_R03,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,pizzicato,FINAL,26.205315192743765,26.20428344671202,26.20634693877551,2.0634920634920637,26.20534693877551,26.20434693877551,26.20634693877551,26.205283446712016,26.20428344671202,26.206283446712018,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,3,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S3_E_F_R04,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,pizzicato,FINAL,37.464410430839,37.463410430839005,37.465410430839,2.0,37.464410430839,37.463410430839005,37.465410430839,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,4,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_E_F_R05,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,PI_DOCUMENTED_PIZZICATO,FINAL,47.81432653061224484648526077,47.81332653061224494648526077,47.81532653061224494648526077,2.00000000000000000000000000,47.81411791383219954648526077,47.81111791383219954648526077,47.82611791383219954648526077,47.81432653061224489795918367,47.81332653061224489795918367,47.81532653061224489795918367,J04,PI_EXPLICIT_ADJUDICATION,PI_CHOSE_ANNOTATION_B,più precisa rispetto all'altra scelta,5,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_E_F_R06,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,pizzicato,FINAL,59.5097074829932,59.508707482993195,59.5107074829932,2.0,59.5097074829932,59.508707482993195,59.5107074829932,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,6,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_E_F_R07,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,pizzicato,FINAL,70.75956462585035,70.75856462585034,70.76056462585034,2.0,70.75956462585035,70.75856462585034,70.76056462585034,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,7,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_E_F_R08,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,PI_DOCUMENTED_PIZZICATO,FINAL,81.15355102040816326530612245,81.15151927437641723356009070,81.15458276643990929705215420,3.06349206349206349206350000,81.15351927437641723356009070,81.15151927437641723356009070,81.15451927437641723356009070,81.15358276643990929705215420,81.15258276643990929705215420,81.15458276643990929705215420,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,8,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_E_F_R09,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,pizzicato,FINAL,91.79951247165533,91.79851247165533,91.80051247165532,2.0,91.79951247165533,91.79851247165533,91.80051247165532,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,9,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_E_F_R10,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,af23c44d3aa5e22965a6e6ba1132905929663de923345e8ae92f66f76d9d9bfe,20260914_0037,E,E1,28,f,pizzicato,FINAL,103.00875056689343,103.00775056689342,103.00975056689343,2.0,103.00875056689343,103.00775056689342,103.00975056689343,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,10,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_A_F_R01,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,pizzicato,FINAL,2.02878231292517,2.02778231292517,2.02978231292517,2.0,2.02878231292517,2.02778231292517,2.02978231292517,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,1,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_A_F_R02,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,PI_DOCUMENTED_PIZZICATO,FINAL,17.66295124716553287981859410,17.66175283446712018140589569,17.66414965986394557823129252,2.39682539682539682539683000,17.66314965986394557823129252,17.66214965986394557823129252,17.66414965986394557823129252,17.66275283446712018140589569,17.66175283446712018140589569,17.66375283446712018140589569,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,2,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_A_F_R03,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,pizzicato,FINAL,33.05854421768707,33.057544217687074,33.059544217687076,2.0,33.05854421768707,33.057544217687074,33.059544217687076,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,3,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_A_F_R04,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,pizzicato,FINAL,47.61371655328798,47.61271655328798,47.614716553287984,2.0,47.61371655328798,47.61271655328798,47.614716553287984,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,4,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_A_F_R05,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,PI_DOCUMENTED_PIZZICATO,FINAL,61.3295011337868480725623583,61.32840136054421768707482993,61.33060090702947845804988662,2.19954648526077097505669000,61.32960090702947845804988662,61.32860090702947845804988662,61.33060090702947845804988662,61.32940136054421768707482993,61.32840136054421768707482993,61.33040136054421768707482993,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,5,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_A_F_R06,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,pizzicato,FINAL,75.38784353741497,75.38684353741496,75.38884353741497,2.0,75.38784353741497,75.38684353741496,75.38884353741497,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,6,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_A_F_R07,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,pizzicato,FINAL,88.35957369614512,88.35799319727892,88.36115419501134,3.1609977324263037,88.36015419501133,88.35915419501134,88.36115419501134,88.3589931972789,88.35799319727892,88.35999319727891,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,7,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S3_A_F_R08,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,PI_DOCUMENTED_PIZZICATO,FINAL,101.4872222222222224058956916,101.4862222222222221058956916,101.4892222222222222058956916,3.0000000000001000000000000,101.4878344671201814058956916,101.4858344671201814058956916,101.4938344671201814058956916,101.4872222222222222222222222,101.4862222222222222222222222,101.4892222222222222222222222,J07,PI_EXPLICIT_ADJUDICATION,PI_CHOSE_ANNOTATION_B,più precisa rispetto all'altra scelta,8,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_A_F_R09,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,pizzicato,FINAL,114.48792063492064,114.48663265306122,114.48920861678005,2.5759637188208617,114.48820861678004,114.48720861678005,114.48920861678005,114.48763265306123,114.48663265306122,114.48863265306123,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,9,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
